,,,,,,,,,,,,,
,,,,,,,,,,,,,
NO,NAMA ,UNIT,TANGGAL,DIVISI,PEMBAHASAN,STATUS,,,KETERANGAN,APPROVAL COO,,STATUS PEMBAHASAN,
46,IQBAL N,FERRARI F355 Mr. SILMY,"Jumat, 15 Mei 2026",MEKANIK ,"BUNYI AREA TRANSMISI DAN KOPLING,TERDEPAT REMBESAN OLI DI PACKING KLEP,PENURUNAN PERFORMA ENGINE, DAN ENGINE CHEK BERKEDIP, CAT CAP MESIN GELOMBANG KEMBALI SAAT KONDISI KAP MESIN PANAS OLEH ENGINE",FALSE,FALSE,TRUE,"UNTUK SCAN SAHULU OLEH VENDOR CGI KENDALA TRANSMISI DAN ENGINE, UNTUK CAT PERLIHATKAN KE BAPAK SAAT KONDISI PANAS",TRUE,FALSE,ON PROGRESS,PROSES ANLISA KARENA SCAN OLEH CGI TIDAK BISA
47,YUDHA,PORSCHE 993 Mr. ADRIAN,"Jumat, 15 Mei 2026",MEKANIK ,SPION KANAN PORSCHE 993 BAGIAN DALAM ADA DUDUKAN PATAH SEHINGGA HARUS BONGKAR CERMIN,FALSE,FALSE,TRUE,ACC,TRUE,FALSE,DONE,"SUDAH DI BONGKAR, TINGGAL PROSES REPAIR"
48,YUDHA,PORSCHE 930 Mr. ADRIAN,"Senin, 18 Mei 2026",MEKANIK ,"Perbaikan AC 
Untuk fungsional AC kurang maksimal pengajuan untuk ganti kompresor",FALSE,FALSE,TRUE,ACC HUNTING HARGA,FALSE,FALSE,DONE,kata bapak pasang apa adanya saja
49,YUDHA,PORSCHE 930 Mr. ADRIAN,"Senin, 18 Mei 2026",MEKANIK ,"Safety belt los
Izin untuk di cek dan analisa kerusakan",FALSE,FALSE,TRUE,ACC CEK DAN PERBAIKI,FALSE,FALSE,ON PROGRESS,PROSES SERVICE KE VENDOR
50,YUDHA,PORSCHE 930 Mr. ADRIAN,"Senin, 18 Mei 2026",MEKANIK ,"Wiper blade belakang tidak fungsi
Pengecekan arus listrik ke motor wiper blade , analisa kerusakan",FALSE,FALSE,TRUE,ACC CEK DAN PERBAIKI,FALSE,FALSE,DONE,
51,YUDHA,PORSCHE 930 Mr. ADRIAN,"Senin, 18 Mei 2026",MEKANIK ,"Tombol indikator lamp fog depan dan belakang tertukar
Izin untuk di lepas tombol switch di tukarkan",FALSE,FALSE,TRUE,ACC DAN PROGRESS,FALSE,FALSE,DONE,
52,KANDI,,"Selasa, 19 Mei 2026",MEKANIK ,"Jika akan di lakukan galvanis pipa pipa seperti contoh :
- Pipa rem 
- Pipa bensin 
- Pipa power steering 
- Pipa AC 

Untuk terkondisikan di masking parts terproteksi, parts di supal di beri selang dahulu lanjut di proteksi kembali di proteksi dengan penambahan lem sika agar  cairan galvanis tidak masuk ke bagian dalam pipa ... 

Proses pengerjaan tanpa di HCl",FALSE,FALSE,TRUE,untuk di jalankan,TRUE,FALSE,DONE,SUDAH DI SHARE DI TERBITKAN DI GRUP ALL TEAM OLEH KANDI
53,IQBAL N,FERRARI F355 Mr. SILMY,"Selasa, 19 Mei 2026",MEKANIK ,Pengajuan scan dan resert vendor untuk Ferrari F355 bersana Pak Teten,FALSE,FALSE,TRUE,acc vendor yang datang ke SM ,TRUE,FALSE,ON PROGRESS,ESTIMASI DI BULAN JUNI
54,DERI,MB MPS Mr. DIKO,"Selasa, 19 Mei 2026",PURCHASING,Perlihatkan spare part brake band made in singapure dari online untuk MPS,FALSE,FALSE,TRUE,ACC BELI,TRUE,FALSE,DONE,ACC DI PAKAI
55,DERI,MB R107 Mr. SILMY,"Selasa, 19 Mei 2026",PURCHASING,Konfirmasi pembelian kompresor 300 SL 6.2 jt online shop,FALSE,FALSE,TRUE,ACC BELI,TRUE,FALSE,DONE,ACC BELI
56,DERI,,"Selasa, 19 Mei 2026",PURCHASING,Laporan hunting cover steer dari plastik dan kain,FALSE,FALSE,TRUE,BELI YANG KAIN,TRUE,FALSE,DONE,
57,DERI,,"Selasa, 19 Mei 2026",PURCHASING,Pembahasan hunting vendor cat ,FALSE,FALSE,TRUE,TANYA HARGA DULU YG DALTON APAKAH HARGA BERSAING DENGAN PPG,TRUE,FALSE,DONE,
58,YUDHA,MB MPS Mr. DIKO,"Selasa, 19 Mei 2026",MEKANIK ,GALVANISAN PIPA-PIPA,FALSE,FALSE,TRUE,"
- Pipa rem 
- Pipa bensin 
- Pipa power steering 
- Pipa AC 

Untuk terkondisikan di masking parts terproteksi, parts di supal di beri selang dahulu lanjut di proteksi kembali di proteksi dengan penambahan lem sika agar  cairan galvanis tidak masuk ke bagian dalam pipa ... 

Proses pengerjaan tanpa di HCl",FALSE,FALSE,DONE,
59,DERI,,"Selasa, 19 Mei 2026",PURCHASING,VENDOR CAT,FALSE,FALSE,TRUE,MEREK DALTON TANYAKAN HARGA NYA BERAPA JIKA HARGA BERSAING DENGAN PPG BERANI UNTUK KERJA SAMA JIKA SANGAT MURAH TIDAK WORTHIT,FALSE,FALSE,DONE,TIDAK RECOMENDED
60,PRATAMA,MB R129 Mr. DIKO,"Rabu, 20 Mei 2026",MEKANIK ,COVER SPION PATAH SAAT PEMBONGKARAN PAK KANDI SAN PAK TAUFIK,FALSE,FALSE,TRUE,SK BERIKAN KEPADA YG MELAKUKAN UNTUK BIAYA PERBAIKAN DI MASUKAN DALAM BLABOUR,FALSE,FALSE,DONE,
61,PRATAMA,MB W212 Mr. BILLY,"Rabu, 20 Mei 2026",MEKANIK ,EMBLEM BINTANG PATAH SAAT MEMBUKA COVER CAR,FALSE,FALSE,TRUE,"SK DIBERLAKUKAN UNTUK PEMBELIAN 175RB BEBAN OPH, 150 RB BEBAN PAK PRATAMA, 350RB BEBAN BAPAK",FALSE,FALSE,DONE,
62,JAYA ,MB 500 SEL Mr. SILMY,"Kamis, 21 Mei 2026",BODY WORK ,"GRILL KAP MESIN TERHADAP KAP MESIN TERDAPAT CELAH LEBAR SUDAH TIDAK BISA DI FITTING, KEMUNGKINAN DULU TIDAK DI PASKAN (MASUK DALAM KESALAHAN KERJA",FALSE,FALSE,TRUE,DI SEALER DARI DALAM,TRUE,FALSE,DONE,
63,JAYA ,MB 500 SEL Mr. SILMY,"Kamis, 21 Mei 2026",BODY WORK ,BUMPER DEPAN CEKUNG,FALSE,FALSE,TRUE,"BUMPER TENGAH DI KETOK HALUS TAPI TIDAK BOLEH DI CHROME ULANG, BAGIAN KIRI DI KETOK HALUS JUGA TAPI JIKA DIPERLUKAN CHROME ULANG DIPERBOLEHKAN",TRUE,FALSE,CANCEL,
64,IQBAL N,MB BATMAN Mr. ICHSAN,"Kamis, 21 Mei 2026",MEKANIK ,MENINJAU PART UNTUK DI ORDER 63 ITEM TERLAMPIR,FALSE,FALSE,TRUE,ACC SELURUH NYA SETELAH DI TINJAU UPDATE HUNTING HARGA NYA,TRUE,FALSE,DONE,
65,IQBAL N,FERRARI F355 Mr. SILMY,"Kamis, 21 Mei 2026",MEKANIK ,EXTRAFAN UNTUK DI BONGKAR DAN DIPERLIHATKAN KE BAPAK,FALSE,FALSE,TRUE,"ACC UNTUK DI BELI YANG DI TOKOPEDIA DENGAN HARGA 5,750,000 NAMUN SEBELUM NYA TIDAK SALAH UNTUK COBA DI BONGKAR DAHULU BAWAAN YANG RUSAK NYA",TRUE,FALSE,DONE,PROSES MENUNGGU KEDATANGAN PART
66,,MB PAGODA Mr. SILMY,"Kamis, 21 Mei 2026",MEKANIK ,tidak ngunci saat parkir (P) unit mundur,FALSE,FALSE,TRUE,cek keluhan customer,TRUE,FALSE,BELUM DIKERJAKAN,
67,NANDA,PORSCHE 911 Mr. HANDY,"Kamis, 21 Mei 2026",BODY PAINT,PERLIHATKAN SAMPLE LANTAI INTERIOR,FALSE,FALSE,TRUE,CARI DULU REFERENSI BARU PEMBAHASAN DENGAN BAPAK,FALSE,FALSE,ON PROGRESS,
68,YUDHA,PORSCHE 930 Mr. ADRIAN,"Jumat, 22 Mei 2026",MEKANIK ,"SISTEM AC KURANG DINGIN MAKSIMAL, INTUK PENGGANTIAN KOMPRESOR AC TIDAK ACC",FALSE,FALSE,TRUE,TIDAK MASALAH PASANGKAN KOMPRESOR BAWAAN NYA,FALSE,FALSE,DONE,
69,RIZKI M,MB E320 SPORTLINE HIJAU Mr. DIKO,"Sabtu, 23 Mei 2026",MEKANIK ,"kebocoran oli di pressure switch, izin pakai punya mb sp silver",FALSE,FALSE,TRUE,acc tapi setelah yang pembelian datang jika masih ada waktu di pasang ke sp hijau,TRUE,FALSE,DONE,
70,RIZKI M,MB E320 SPORTLINE HIJAU Mr. DIKO,"Sabtu, 23 Mei 2026",MEKANIK ,foo step pakai dulu punya sp silver,FALSE,FALSE,TRUE,acc chroman nya di buka,TRUE,FALSE,DONE,
71,IQBAL N,MB 500 SEL Mr. SILMY,"Sabtu, 23 Mei 2026",MEKANIK ,switch extrafan tidak ke kejar suhu nya dengan 85 derajat di literatur 100 derajat,FALSE,FALSE,TRUE,acc info harga dlu yang di online,TRUE,FALSE,DONE,
72,IQBAL N,MB 500 SEL Mr. SILMY,"Sabtu, 23 Mei 2026",MEKANIK ,switch tekanan oli mb 500 sec pinjam dahulu untuk test engine ketika pembelian sudah ada untuk di pasang ke 500 sel,FALSE,FALSE,TRUE,acc info harga dahulu,TRUE,FALSE,DONE,
73,IQBAL N,MB 500 SEL Mr. SILMY,"Sabtu, 23 Mei 2026",MEKANIK ,bilah kipas 560 sec pinjam dahulu ke mb 500 sel,FALSE,FALSE,TRUE,hunting dulu yg bilah kipas nya saja,FALSE,TRUE,DONE,
74,UJANG K ,MB 500 SEC Mr. DIKO,"Selasa, 26 Mei 2026",CHROME ,pengajuan restore part chrome dan chrome ulang,FALSE,FALSE,TRUE,"acc seluruh nya data terlampir, kecuali bumper depan kiri untuk poles dahulu dan informasikan kembali ke bapak",TRUE,FALSE,ON PROGRESS,
75,RUHIAT ,MB R129 Mr. DIKO,"Kamis, 28 Mei 2026",INTERIOR ,benang untuk cover jok,FALSE,FALSE,TRUE,"benang D untuk di lap dilon warna abu, kemudian perlihatkan kepada bapak",FALSE,TRUE,ON PROGRESS,
76,RUHIAT ,FIAT MULTIPLA Mr. JOKO,"Kamis, 28 Mei 2026",INTERIOR ,"list plafon bawaan banyak lem sudah dibersihkan tapi tidak bersih, izin ganti lis kain plafon nya",FALSE,FALSE,TRUE,acc beli yang mendekati warnanya,TRUE,FALSE,DONE,
77,IQBAL N,MB 500 SEL Mr. SILMY,"Kamis, 28 Mei 2026",MEKANIK ,"izin memakain dahulu resistance coil 0,9 ohm punya MB 190 SL . Adrian untuk test drive",FALSE,FALSE,TRUE,keputusan di pakai / tidak setelah hasil TD,FALSE,TRUE,ON PROGRESS,
78,IQBAL N,MB 500 SEL Mr. SILMY,"Kamis, 28 Mei 2026",MEKANIK ,upper arm pinjam dahulu yg mb 560 sec,FALSE,FALSE,TRUE,bawaan di service dahulu,FALSE,TRUE,DONE,service on progress
79,YUDHA,MB R107 Mr. SILMY,"Sabtu, 30 Mei 2026",MEKANIK ,DINGIN AC KURANG MAKSIMAL,FALSE,FALSE,TRUE,HEATER UNTUK TIDAK DI PASANG DAN FLIP AMBIL DARI DALAM,FALSE,TRUE,ON PROGRESS,proses ganti evaporator
80,YUDHA,RR Mr. STANLEY,"Sabtu, 30 Mei 2026",MEKANIK ,"KEBOCORAN AIR SUS DAN SHOCK BREACKER, BOCOR DARI BALON NYA ROBEK DAN OLI SHOCK BOCOR",FALSE,FALSE,TRUE,ORDER OLEH PAK STANLEY AIR SUS DAN SHOCKBREAKER NYA R/L 1 SET,FALSE,TRUE,ON PROGRESS,pak stanley yg beli part
81,YUDHA,PORSCHE 930 Mr. ADRIAN,"Sabtu, 30 Mei 2026",MEKANIK ,"MESIN SUSAH NYALA SAAT PAGI, INDIKASI MALFUNGSI PADA WARM UP",FALSE,FALSE,TRUE,ACC KERJAKAN OLEH PAK ASEP,TRUE,FALSE,ON PROGRESS,
82,RUHIAT ,MB PONTON 220 S Mr. SANTOSO,"Kamis, 04 Juni 2026",INTERIOR ,pengajuan pengupasan peredam lantai bawaan unit untuk di buat peredam yg baru,FALSE,FALSE,TRUE,ACC,TRUE,FALSE,,
83,NANDA,MB R129 Mr. DIKO,"Kamis, 04 Juni 2026",BODY PAINT,PROSES SPRAY GRADASI RUANGAN BAGASI,FALSE,FALSE,TRUE,KERJAKAN SESUAI YG DI AJUKAN OLEH PAK HERDY,TRUE,FALSE,,
84,IQBAL N,MB R129 Mr. DIKO,"Kamis, 04 Juni 2026",MEKANIK ,PENGAJUAN PELEPASAN REL KACA DEPAN R/L UNTUK DI SPRAY CAT,FALSE,FALSE,TRUE,"ACC, UNIT SUDAH TIDAK BOLEH ADA WARNA MERAH NYA",TRUE,FALSE,,
85,NANDA,MB 500 SEC Mr. DIKO,"Kamis, 04 Juni 2026",MEKANIK ,PENGAJUAN PAKAI CAT BMW 750 IL UNTUK PENGECATAN RUANGAN ENGINE MB 500 SEC,FALSE,FALSE,TRUE,TIDAK ACC!,FALSE,TRUE,,
86,NANDA,MB PAGODA Mr. DIDI,"Kamis, 04 Juni 2026",BODY PAINT,SAMPLE TEROTEK DAN PROSES TEROTEK,FALSE,FALSE,TRUE,APLIKASIKAN KE FENDER KANAN DAN PERLIHATKAN KEMBALI KE BAPAK,TRUE,FALSE,,
87,,FIAT MULTIPLA Mr. JOKO,"Kamis, 04 Juni 2026",BODY WORK ,KOROSI DOFF VELG 1 PCS PARAH IJIN UNTUK DI LEMIR OLEH LEM KAFUTER,FALSE,FALSE,TRUE,ACC,TRUE,FALSE,,
88,,MB 300 CE Mr. DIKO,"Kamis, 04 Juni 2026",BODY WORK ,"COVER TRISPLANG BEKAS TAMBALAN, BUKAN ORIGINAL. IZIN UNTUK HUNTING",FALSE,FALSE,TRUE,HUNTING PAK RENALD,TRUE,FALSE,,
89,,MB 300 CE Mr. DIKO,"Kamis, 04 Juni 2026",BODY WORK ,LAMPU SEIN DEPAN PATAH PENGUNCINYA SAAT PROSES FITTING,FALSE,FALSE,TRUE,ACC REPAIR TAPI CARI HISTORY SIAPA YG MENGERJAKAN SEBELUM NYA SEHINGGA PART TSB PATAH,TRUE,FALSE,,
90,NANDA,MB 300 CE Mr. DIKO,"Kamis, 04 Juni 2026",BODY PAINT,WARNA CAT APAKAH AKAN GANTI WARNA ATAU MENGIKUTI CAT BAWAAN,FALSE,FALSE,TRUE,TANYAKAN KEPADA PAK DIKO OLEH BU WIDYA,TRUE,FALSE,,
91,IQBAL N,MB R230 PAK STANLEY,"Kamis, 04 Juni 2026",BODY PAINT,"PERBAIKAN HASIL TEST DRIVE, TERLAMPIR",FALSE,FALSE,TRUE,"1.	Remd epan bunyi bagian kiri / cek test drive kembali
2.	Jaring barang di interior kendor / repair di potong  untuk disesuaikan)
3.	Kaca segitiga belakang R bocor / sealant
4.	Ram speaker kotor / cleaning
5.	Soft top bunyi / lumasi dengan cairan dari pak stanley
6.	Area opening pintu ada over spray / cleaning
7.	Repair dan rapihkan bracket lampu / acc
",TRUE,FALSE,,
92,PRATAMA,MB R129 Mr. DIKO,"Kamis, 04 Juni 2026",MEKANIK ,"Radiator bocor di sirip paling atas (sebelum pemasangan ke unit sudah di tes kebocoran di luar dan tidak bocor, setelah running beberapa kali baru terlihat tetesan air radiator)",FALSE,FALSE,TRUE,ACC untuk hunting dan informasikan harga nya,TRUE,FALSE,,
93,PRATAMA,MB R129 Mr. DIKO,"Kamis, 04 Juni 2026",MEKANIK ,ODOMETER MATI,FALSE,FALSE,TRUE,ANALISA KERUSAKAN KE PAK BENO DAN INFOKAN BERAPA BIAYA SERVICE,TRUE,FALSE,,
94,RIZKY,PORSCHE 930 Mr. ADRIAN,"Kamis, 04 Juni 2026",MEKANIK ,"Mesin tidak bisa di gas, harus beberapa kali gas RPM baru naik, awal mula tidak bisa di gas. Kemungkinan mekanisme fuel distmacet, soving nya untuk di bongkar dan cek fuel dist oleh Pak Asep durasi 8 jam ",FALSE,FALSE,TRUE,acc kerjakan oleh pak asep dan update,TRUE,FALSE,,
95,SANDY,MB E320 SPORTLINE SILVER Mr. DIKO,"Kamis, 04 Juni 2026",BODY WORK ,"Karet handle pintu dan karet pelipit kaca pintu depan dan belakang Rh/LH terindikasi sudah keras jadi tidak pas terhadap permukaan handle nya , pengajuan ganti baru ",FALSE,FALSE,TRUE,TIDAK ACC ASANGKAN SAJA BAWAAN NYA,FALSE,TRUE,,
96,SANDY,CHEVROLET Mr. NYOMAN,"Jumat, 05 Juni 2026",BODY WORK ,"Body dan Chasis
Hasil pemasangan air sus kondisi roda sudah cukup rata hanya selisih 3 mm antara kiri dan kanan. Namun pemasangan mounting kaki-kaki masih belum di las full dan kondisi roda belakang terlihat kurang center terhadap fender (fender belakang masih bisa berubat posisi, karena bukan panel mati/bisa di stel). Pengajuan untuk memisahkan body dari chasis dengan tujuan untuk mengukur kerataan chasis, ketepatan pemasangan mounting kaki-kaki dan melakukan pengelasan mounting yang masih di titik las. Agar pengukuran dapat dimaksimalkan jika body sudah dipisahkan",FALSE,FALSE,TRUE,ACC,TRUE,FALSE,,
97,SANDY,FIAT MULTIPLA Mr. JOKO,"Jumat, 05 Juni 2026",BODY WORK ,"Celak kap mesin tidak bisa sesuai terhadap body, kap mesin ukuran tidak sama beda 5 mm karena settingan awal body sebelum naik cat belum maksimal",FALSE,FALSE,TRUE,TELUSURI SALAH NYA,FALSE,FALSE,,
98,SANDY,FIAT MULTIPLA Mr. JOKO,"Jumat, 05 Juni 2026",BODY WORK ,Body belakang bagian bawah ada retak (cat sol bagian yg retak nya),FALSE,FALSE,TRUE,TELUSURI SALAH NYA,FALSE,FALSE,,
99,SANDY,FIAT MULTIPLA Mr. JOKO,"Jumat, 05 Juni 2026",BODY WORK ,"kaca pintu belakang LH bagian belakang , kaca nya hasil buat baru awal kedatangan hanya cek dimensinya saja namun setelah di fitting dengan karet channel yg baru  di buat terdapat kendala dan terindikasi kaca tersebut permukaan nya cekung. seharus nya rata / datar. dimaksimalkan untuk karet channel di sesuaikan terhadap kaca",FALSE,FALSE,TRUE,acc,TRUE,FALSE,,
100,SANDY,FIAT MULTIPLA Mr. JOKO,"Jumat, 05 Juni 2026",BODY WORK ,Regulator kaca pintu depan rh/lh izin di bongkar bagian gear dalam untuk diperbaiki speling yang terlalu besar,FALSE,FALSE,TRUE,acc,TRUE,FALSE,,
101,SANDY,FIAT MULTIPLA Mr. JOKO,"Jumat, 05 Juni 2026",BODY WORK ,Bracket kaca pintu ganti ada korosi,FALSE,FALSE,TRUE,acc,TRUE,FALSE,,
102,SANDY,FIAT MULTIPLA Mr. JOKO,"Jumat, 05 Juni 2026",BODY WORK ,pintu belakang kiri ada retakan  dekat engsel saat penyetlan awal,FALSE,FALSE,TRUE,,FALSE,FALSE,,
103,SANDY,FIAT MULTIPLA Mr. JOKO,"Jumat, 05 Juni 2026",BODY WORK ,mekanisme regulator kaca speling besar akan di tambah plat,FALSE,FALSE,TRUE,acc,TRUE,FALSE,,
104,RUHIAT ,MB PONTON 220 S Mr. SANTOSO,"Selasa, 09 Juni 2026",INTERIOR ,Pengajuan penggantian hardboars doortrim depan rh/lh dan trim belakang rh/lh. Bawaan unit tidak presisi di bagian lubang regulator dan lubang handle lock pintu dan kayu pocket tidak maksinal,FALSE,FALSE,TRUE,acc dokumentasikan part sebelum nya,TRUE,FALSE,,
105,RUHIAT ,MB MPS Mr. DIKO,"Selasa, 09 Juni 2026",INTERIOR ,Jok depan rh/lh pengecekan mekanisme bagian dalam senderan jok depan rh/lh. Ijin untuk melepas cover jok depan rh/lh,FALSE,FALSE,TRUE,acc buka dengan hati-hati,TRUE,FALSE,,
106,PRATAMA,MB R129 Mr. DIKO,"Selasa, 09 Juni 2026",MEKANIK ,balon jok (bawaan tidak ada) apakah akan di aktifkan kembali atau tidak ? ijin untuk pengajuan pembelian balon udara untuk jok (sandaran),FALSE,FALSE,TRUE,"ACC UNTUK DI HUNTING DAN INFORMASIKAN KEPADA BAPAK, COBA HUNTING DI PAK ADE GERLONG",TRUE,FALSE,,
107,RUHIAT ,MB PONTON 220 S Mr. SANTOSO,"Selasa, 09 Juni 2026",INTERIOR ,Pengajuan penggantian hardboard doortrim depan rh/lh dan trim belakang rh/lh karena bawaan unit tidak presisi di bagian lubang regulator dan lubang handle lock pintu serta kayu pocket tidak maksimal,FALSE,FALSE,TRUE,acc untuk di ganti,TRUE,FALSE,,
108,RUHIAT ,MB MPS Mr. DIKO,"Selasa, 09 Juni 2026",INTERIOR ,Jok depan RH/LH pengecekan mekanisme bagian dalam senderan jok depan RH/LH. Ijin untuk melepas cover jok nya,FALSE,FALSE,TRUE,acc,TRUE,FALSE,,
109,YUDHA,PORSCHE 944 Mr. PRAM,"Rabu, 10 Juni 2026",MEKANIK ,"Pembagi steer (radius saat putr arah kecil)
Karena saat penggantian seal rack yg bocor, as rack steer nya diberi stoper agar sewaktu belok tidak terlalu mentok dan tidak merusak seal. Ijin untuk di papas stoper as nya dari 7 mm jadi 4 mm ",FALSE,FALSE,TRUE,"tidak usah di kerjakan, tp nanti di informasikan kepada cutomer oleh bu widya untuk hal tsb",FALSE,TRUE,,
110,NANDA,MB E320 SPORTLINE SILVER Mr. DIKO,"Kamis, 11 Juni 2026",BODY PAINT,Bumper belakang beberapa bagian ada yg timbul dari bagian sambungan jahitan . ijin untuk di lapisi resin,FALSE,FALSE,TRUE,spray cat dasar dulu saja nanti perlihatkan ke bapak sekalian lihat presisi nya bumper,FALSE,TRUE,,
111,RUHIAT ,FIAT MULTIPLA Mr. JOKO,"Jumat, 12 Juni 2026",INTERIOR ,Karpet dhasboard pengajuan bahan akan pakai karpet bulu atau bahan oscar sama dengan jok,FALSE,FALSE,TRUE,Pakai karpet sisa porsche 356 untuk di cukur dahulu dan perlihatkan ke bapak,TRUE,FALSE,,
112,RUHIAT ,FIAT MULTIPLA Mr. JOKO,"Jumat, 12 Juni 2026",INTERIOR ,Handle tarikan plafon pengajuan akan pakai bahan kulit atau bahan oscar,FALSE,FALSE,TRUE,pakai bahan kulit sisa porsche 356,TRUE,FALSE,,
113,ARIES,MB MP MASTERPIECE PAK DIKO,"Jumat, 12 Juni 2026",MEKANIK ,"ANALISA UNTUK HASIL TEST DRIVE ADA JEDUG, SOVING GANTI KARET PROPELLER SHAFT UNIT MPS DI PAKAI DAHULU DAN ORDER KEMBALI KE LN",FALSE,FALSE,TRUE,ORDER PENGGANTI NYA KE LN UPDATE SEGERA,TRUE,FALSE,,
114,SANDY,MB 190 SL Mr. ADRIAN,"Rabu, 17 Juni 2026",BODY WORK ,"Rangka softop bagian depan terdapat retak dan jika di las kemungkinan tidak akan maximal dari segi ketahanan maupun tampilan nya.
Izin penggantian dengan dengan material yang berbeda",FALSE,FALSE,TRUE,"TIDAK ACC , DI LAS SAJA DAN KOROSI NYA DI HAMPLAS SAMAR SAJA",FALSE,TRUE,,
115,YUDHA,PORSCHE 944 Mr. PRAM,"Kamis, 25 Juni 2026",MEKANIK ,"kebocoran oli pada rack steer , adanya ke ausan pada housing pinion dan seal + oring-oring mulai gepeng. solving penggantian housing pinion dan order repair kit rack steer",FALSE,FALSE,TRUE,ganti seal dan oring nya saja,FALSE,TRUE,,
116,HERDY,MB MPS Mr. DIKO,"Jumat, 10 Juli 2026",MEKANIK ,"LIST BUMPER DEPAN MB SP SILVER YANG BARU DI BELI DI PAKAI KE MB MPS, DAN YG MPS DI TUKAR KE SP SILVER DI POLES DAHULU",FALSE,FALSE,TRUE,ACC,TRUE,FALSE,,
117,IQBAL N,MB 500 SEC Mr. DIKO,"Jumat, 10 Juli 2026",MEKANIK ,PART-PART YANG DI AJUKAN VAPOUR CUKUP DI ASSE B3 SAJA KEMUDIAN FINISHING OLEH PAK YAYA,FALSE,FALSE,TRUE,ACC,FALSE,FALSE,,
118,IQBAL N,MASTERPIECE,"Jumat, 10 Juli 2026",MEKANIK ,"ORDERAN PART, VIDIOKAN ENGINE",FALSE,FALSE,TRUE,,FALSE,FALSE,,
119,NANDA,MB W124 E320 SPORTLINE Mr. MARTHIN,"Kamis, 16 Juli 2026",BODY PAINT,"BODY MOULDING PINTU DEPAN RH UJUNG PART TODAK RATA KE PINTU, KARENA PART BUKAN BAWAAN UNIT. SOLVING UJUNG MOULDING DI TAMBAL (TAMBAH DAGING) DENGAN PLASTIK STEEL (DEXTON) MENYESUAIKAN PINTU",FALSE,FALSE,TRUE,ACC,TRUE,FALSE,,
120,RUHIAT ,MB MPS Mr. DIKO,"Senin, 20 Juli 2026",INTERIOR ,WARNA WOOD PANEL DAN INTERIOR TIDAK SAMA,FALSE,FALSE,TRUE,"1.	Wood panel doortrim belakang rh di lepas dahulu dan perlihatkan ke bapak
2.	Dashboard depan spray sol cat bagian samping RH (ujung kanan)tidak di cat semua
3.	Dashboard bawah rh direpair bagian yang retak + spray sol cat bagian yg retak nya saja (ujungnya saja) tidak di cat keseluruhan
4.	asbak doortrim belakang rh/lh acc di cat ulang 
5.	cover plastik safetu belt trim plafon belakang L/R tidak acc di cat
6.	handle tarikan di doortrim warna kusam menguning (tidak acc di cat ulang)
7.	console box acc di repair + cat ulang . noted : cat jangan tebal harus tipis agar texture tidak hilang",TRUE,FALSE,,
121,RUHIAT ,MB E320 SPORTLINE SILVER Mr. DIKO,"Jumat, 10 Juli 2026",INTERIOR ,keselarasan warna interior doortrim pilar kaca depan,FALSE,FALSE,TRUE,warna jomplang gpp samakan dengan trim plafon tapi warna lebih muda / dibedakan menedati. karena sudah variasi,TRUE,FALSE,,
122,SANDY,MB E320 SPORTLINE SILVER Mr. DIKO,"Selasa, 21 Juli 2026",BODY WORK ,"FENDER DEPAN LH BAGIAN LAMPU SEIN, HARUS DILAKUKAN PENGERTOKAN NAMUN BERESIKO CAT RUSAK",FALSE,FALSE,TRUE,ACC PASANGKAN APA ADANYA SAJA (TOLERANSI),TRUE,FALSE,,
123,RUHIAT ,MB PAGODA Mr. DIDI,"Selasa, 21 Juli 2026",INTERIOR ,PEMBAHASAN WARNA INTERIOR,FALSE,FALSE,TRUE,MENUNGGU DI BAHAS DENGAN PAK STANLEY,TRUE,FALSE,,
124,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
125,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
126,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
127,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
128,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
129,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
130,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
131,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
132,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
133,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
134,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
135,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
136,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
137,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
138,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
139,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
140,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
141,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
142,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
143,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
144,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
145,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
146,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
